DateTime,RIST_MAKS_SP_LAST,RIST_AUTO_DIFF_SP_LAST(cm),RIST_FALLTAP_PV(cm),RIST_MAKS_PADRAG_SP_LAST(%),RIST_AUTT_DIFF_TM_PV(cm)
2024-01-11 17:00:00,5.0,70.0,49.282302855833336,80.0,70.0
2024-01-11 18:00:00,5.0,70.0,61.752891540166665,80.0,70.0
2024-01-11 19:00:00,5.0,70.0,64.34808731033333,80.0,70.0
2024-01-11 20:00:00,5.0,70.0,67.37509833383334,80.0,70.0
2024-01-11 21:00:00,5.0,70.0,56.63786782211668,80.0,70.0
2024-01-11 22:00:00,5.0,70.0,13.172921073833333,80.0,70.0
2024-01-11 23:00:00,5.0,70.0,13.408590952666666,80.0,70.0
2024-01-12 00:00:00,5.0,70.0,10.090484619599994,80.0,70.0
2024-01-12 01:00:00,5.0,70.0,10.000411140100002,80.0,70.0
2024-01-12 02:00:00,5.0,70.0,10.095956591633334,80.0,70.0
2024-01-12 03:00:00,5.0,70.0,10.049137538266669,80.0,70.0
2024-01-12 04:00:00,5.0,70.0,10.213154686683334,80.0,70.0
2024-01-12 05:00:00,5.0,70.0,10.227245755166669,80.0,70.0
2024-01-12 06:00:00,5.0,70.0,10.248334672916666,80.0,70.0
2024-01-12 07:00:00,5.0,70.0,10.251191455833334,80.0,70.0
2024-01-12 08:00:00,5.0,70.0,10.876564449166668,80.0,70.0
2024-01-12 09:00:00,5.0,70.0,10.887976752333334,80.0,70.0
2024-01-12 10:00:00,5.0,70.0,10.969534981333334,80.0,70.0
2024-01-12 11:00:00,5.0,70.0,11.0803371005,80.0,70.0
2024-01-12 12:00:00,5.0,70.0,11.1339420725,80.0,70.0
2024-01-12 13:00:00,5.0,70.0,11.2084431115,80.0,70.0
2024-01-12 14:00:00,5.0,70.0,11.272519431833333,80.0,70.0
2024-01-12 15:00:00,5.0,70.0,11.410609351,80.0,70.0
2024-01-12 16:00:00,5.0,70.0,11.467520394166666,80.0,70.0
2024-01-12 17:00:00,5.0,70.0,11.497739155666666,80.0,70.0
2024-01-12 18:00:00,5.0,70.0,11.567334067,80.0,70.0
2024-01-12 19:00:00,5.0,70.0,11.661196814166669,80.0,70.0
2024-01-12 20:00:00,5.0,70.0,11.143563589,80.0,70.0
2024-01-12 21:00:00,5.0,70.0,11.160180832166668,80.0,70.0
2024-01-12 22:00:00,5.0,70.0,11.193091075,80.0,70.0
2024-01-12 23:00:00,5.0,70.0,11.213669246666669,80.0,70.0
2024-01-13 00:00:00,5.0,70.0,14.936218261333334,80.0,70.0
2024-01-13 01:00:00,5.0,70.0,15.137793221833334,80.0,70.0
2024-01-13 02:00:00,5.0,70.0,15.139859517,80.0,70.0
2024-01-13 03:00:00,5.0,70.0,15.329354603166667,80.0,70.0
2024-01-13 04:00:00,5.0,70.0,15.426735347166666,80.0,70.0
2024-01-13 05:00:00,5.0,70.0,15.446715885,80.0,70.0
2024-01-13 06:00:00,5.0,70.0,15.624052683333334,80.0,70.0
2024-01-13 07:00:00,5.0,70.0,15.632947286333334,80.0,70.0
2024-01-13 08:00:00,5.0,70.0,15.7193120315,80.0,70.0
2024-01-13 09:00:00,5.0,70.0,15.833680894166667,80.0,70.0
2024-01-13 10:00:00,5.0,70.0,15.920399559,80.0,70.0
2024-01-13 11:00:00,5.0,70.0,15.976867675833333,80.0,70.0
2024-01-13 12:00:00,5.0,70.0,16.1135164885,80.0,70.0
2024-01-13 13:00:00,5.0,70.0,16.269741056333334,80.0,70.0
2024-01-13 14:00:00,5.0,70.0,16.441372763833332,80.0,70.0
2024-01-13 15:00:00,5.0,70.0,16.544337800333334,80.0,70.0
2024-01-13 16:00:00,5.0,70.0,16.551536983166667,80.0,70.0
2024-01-13 17:00:00,5.0,70.0,16.700678930333332,80.0,70.0
2024-01-13 18:00:00,5.0,70.0,16.808384787666668,80.0,70.0
2024-01-13 19:00:00,5.0,70.0,16.903900568,80.0,70.0
